issue_id,issue_start_time,issue_end_time,issue_type,issue_description,student_id,subject_name,ip_address,exam_date
1060,2020-12-09 20:35:55,2020-12-09 20:45:55,audio_detected,In hac habitasse platea dictumst.,2019DG49902,Data Visualization,191.209.72.63,2020-12-09
1061,2020-12-15 14:49:13,2020-12-15 14:55:13,power_failure,Duis mattis egestas metus.,2017UM42138,Deep Learning,208.68.100.158,2020-12-15
1062,2020-12-07 23:14:17,2020-12-07 23:18:17,connectivity,Donec vitae nisi.,2014YK62520,Big Data Systems,48.79.253.175,2020-12-07
1063,2020-12-11 19:31:36,2020-12-11 19:38:36,power_failure,Praesent blandit.,2014IQ83848,Big Data Systems,179.10.240.75,2020-12-11
1064,2020-12-12 08:49:13,2020-12-12 08:53:13,software_failure,In hac habitasse platea dictumst.,2017IX03254,Data Visualization,86.28.96.218,2020-12-12
1065,2020-12-02 11:47:35,2020-12-02 11:51:35,audio_detected,Proin risus.,2010SK58138,Data Visualization,185.37.35.56,2020-12-02
1066,2020-12-09 23:11:32,2020-12-09 23:17:32,face_not_detected,Vestibulum ac est lacinia nisi venenatis tristique.,2019SF37293,Big Data Systems,172.219.115.166,2020-12-09
1067,2020-12-05 19:20:59,2020-12-05 19:26:59,question_clarification,Aliquam sit amet diam in magna bibendum imperdiet.,2018TS28339,Big Data Systems,246.41.64.168,2020-12-05
1068,2020-12-03 17:53:26,2020-12-03 17:54:26,image_upload,Morbi non quam nec dui luctus rutrum.,2015JP32347,Machine Learning,41.227.240.118,2020-12-03
1069,2020-12-12 03:57:45,2020-12-12 03:58:45,power_failure,Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante.,2014AJ84600,Machine Learning,50.221.228.155,2020-12-12
1070,2020-12-13 05:37:32,2020-12-13 05:45:32,switch_application,Cras mi pede malesuada in imperdiet et commodo vulputate justo.,2010HQ22092,Data Visualization,124.183.54.141,2020-12-13
1071,2020-12-05 21:54:21,2020-12-05 21:58:21,audio_detected,Proin risus.,2015OH87494,Deep Learning,120.81.182.77,2020-12-05
1072,2020-12-05 07:58:20,2020-12-05 08:08:20,software_failure,Etiam vel augue.,2019MC10383,Data Mining,181.220.171.156,2020-12-05
1073,2020-12-14 14:38:48,2020-12-14 14:43:48,image_view,In sagittis dui vel nisl.,2010HW66324,Data Visualization,225.66.1.139,2020-12-14
1074,2020-12-13 17:27:12,2020-12-13 17:34:12,image_view,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2012CS64388,Deep Learning,94.59.53.19,2020-12-13
1075,2020-12-13 17:07:16,2020-12-13 17:11:16,question_clarification,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.,2012HE78667,Machine Learning,254.61.227.11,2020-12-13
1076,2020-12-13 02:38:51,2020-12-13 02:44:51,question_clarification,Morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl.,2014WY44172,Big Data Systems,252.113.234.7,2020-12-13
1077,2020-12-06 07:27:09,2020-12-06 07:28:09,switch_application,Donec quis orci eget orci vehicula condimentum.,2018NQ86880,Data Mining,129.33.240.180,2020-12-06
1078,2020-12-04 22:05:25,2020-12-04 22:10:25,face_not_detected,In hac habitasse platea dictumst.,2019HB68154,Big Data Systems,102.203.205.93,2020-12-04
1079,2020-12-09 07:35:23,2020-12-09 07:41:23,power_failure,In sagittis dui vel nisl.,2013QL22914,Deep Learning,199.68.221.93,2020-12-09
1080,2020-12-05 02:13:15,2020-12-05 02:23:15,face_not_detected,Integer pede justo lacinia eget tincidunt eget tempus vel pede.,2015GE60382,Machine Learning,77.89.26.220,2020-12-05
1081,2020-12-06 21:20:23,2020-12-06 21:26:23,question_clarification,Aliquam non mauris.,2017UG65640,Big Data Systems,60.218.73.112,2020-12-06
1082,2020-12-06 10:54:40,2020-12-06 11:04:40,question_clarification,Donec vitae nisi.,2019GJ39062,Data Visualization,192.243.38.112,2020-12-06
1083,2020-12-03 10:52:03,2020-12-03 10:53:03,software_failure,Maecenas rhoncus aliquam lacus.,2014KB17166,Big Data Systems,47.79.175.127,2020-12-03
1084,2020-12-10 00:35:47,2020-12-10 00:44:47,image_view,Morbi ut odio.,2014SK88740,Deep Learning,171.227.145.60,2020-12-10
1085,2020-12-03 12:34:38,2020-12-03 12:39:38,image_upload,Cras pellentesque volutpat dui.,2015VW22547,Data Mining,34.206.227.76,2020-12-03
1086,2020-12-02 16:51:03,2020-12-02 16:53:03,software_failure,In est risus auctor sed tristique in tempus sit amet sem.,2014QD23128,Machine Learning,147.233.14.5,2020-12-02
1087,2020-12-04 12:03:28,2020-12-04 12:09:28,power_failure,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.,2017VM46975,Deep Learning,133.232.36.207,2020-12-04
1088,2020-12-12 14:04:28,2020-12-12 14:13:28,image_upload,Curabitur convallis.,2010YV68842,Data Mining,31.32.208.66,2020-12-12
1089,2020-12-09 09:51:46,2020-12-09 09:56:46,image_view,Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.,2017WL14666,Data Visualization,54.53.173.182,2020-12-09
1090,2020-12-02 22:52:43,2020-12-02 22:56:43,question_not_loaded,Praesent lectus.,2015NU92720,Big Data Systems,60.246.192.228,2020-12-02
1091,2020-12-08 12:17:41,2020-12-08 12:18:41,connectivity,Duis mattis egestas metus.,2014XX76212,Data Mining,153.32.206.84,2020-12-08
1092,2020-12-13 06:13:18,2020-12-13 06:19:18,image_view,In quis justo.,2014KC43469,Data Visualization,100.83.151.2,2020-12-13
1093,2020-12-12 15:23:34,2020-12-12 15:29:34,power_failure,Morbi quis tortor id nulla ultrices aliquet.,2017IP80015,Deep Learning,173.114.157.208,2020-12-12
1094,2020-12-07 20:10:34,2020-12-07 20:19:34,switch_application,Pellentesque eget nunc.,2012BK69643,Data Visualization,54.20.196.141,2020-12-07
1095,2020-12-02 15:32:56,2020-12-02 15:33:56,connectivity,Quisque erat eros viverra eget congue eget semper rutrum nulla.,2018HL79732,Data Mining,118.190.134.57,2020-12-02
1096,2020-12-15 10:55:59,2020-12-15 10:56:59,image_upload,Quisque ut erat.,2019EZ66128,Data Visualization,185.172.216.176,2020-12-15
1097,2020-12-05 02:17:06,2020-12-05 02:26:06,question_clarification,Cras pellentesque volutpat dui.,2018MS42830,Data Visualization,58.192.156.171,2020-12-05
1098,2020-12-02 11:18:59,2020-12-02 11:25:59,connectivity,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.,2010JK79915,Big Data Systems,248.2.150.34,2020-12-02
1099,2020-12-13 05:03:00,2020-12-13 05:04:00,connectivity,Proin at turpis a pede posuere nonummy.,2011SV58232,Machine Learning,163.173.177.153,2020-12-13
1100,2020-12-09 22:08:35,2020-12-09 22:11:35,question_clarification,Fusce consequat.,2013XW47968,Deep Learning,197.167.133.186,2020-12-09
1101,2020-12-08 11:24:44,2020-12-08 11:32:44,audio_detected,Aliquam non mauris.,2016BS48729,Big Data Systems,18.102.156.192,2020-12-08
1102,2020-12-14 00:20:54,2020-12-14 00:21:54,question_clarification,Integer ac leo.,2016NI45594,Data Mining,174.35.28.207,2020-12-14
1103,2020-12-08 09:07:05,2020-12-08 09:09:05,power_failure,Integer ac leo.,2013MJ05393,Deep Learning,57.245.144.2,2020-12-08
1104,2020-12-11 16:50:02,2020-12-11 16:52:02,question_not_loaded,Quisque porta volutpat erat.,2012WU36560,Deep Learning,187.86.19.26,2020-12-11
1105,2020-12-08 21:23:42,2020-12-08 21:26:42,image_view,Integer ac neque.,2019SU87043,Machine Learning,166.101.243.89,2020-12-08
1106,2020-12-03 15:24:54,2020-12-03 15:29:54,question_not_loaded,Nulla mollis molestie lorem.,2015PN76375,Data Visualization,238.105.184.54,2020-12-03
1107,2020-12-13 20:49:55,2020-12-13 20:57:55,audio_detected,Integer ac neque.,2018LW98758,Machine Learning,63.75.204.111,2020-12-13
1108,2020-12-13 05:47:09,2020-12-13 05:48:09,connectivity,Quisque ut erat.,2014RH06262,Deep Learning,213.151.29.58,2020-12-13
1109,2020-12-01 21:40:37,2020-12-01 21:44:37,question_not_loaded,Donec odio justo sollicitudin ut suscipit a feugiat et eros.,2018WJ83875,Machine Learning,62.74.193.117,2020-12-01
1110,2020-12-01 19:21:03,2020-12-01 19:29:03,software_failure,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.,2013PG10226,Data Visualization,217.111.86.7,2020-12-01
1111,2020-12-10 01:16:16,2020-12-10 01:21:16,software_failure,Aenean sit amet justo.,2012PX05320,Data Visualization,112.115.55.200,2020-12-10
1112,2020-12-10 19:39:08,2020-12-10 19:44:08,power_failure,Pellentesque viverra pede ac diam.,2010IK97916,Deep Learning,113.107.233.242,2020-12-10
1113,2020-12-07 20:47:55,2020-12-07 20:50:55,software_failure,Curabitur convallis.,2014BX95005,Deep Learning,156.5.122.58,2020-12-07
1114,2020-12-15 11:22:13,2020-12-15 11:31:13,power_failure,Duis aliquam convallis nunc.,2015WK03208,Big Data Systems,226.212.173.168,2020-12-15
1115,2020-12-02 05:44:51,2020-12-02 05:47:51,software_failure,In eleifend quam a odio.,2011HC03754,Data Visualization,13.62.143.173,2020-12-02
1116,2020-12-07 01:06:05,2020-12-07 01:09:05,power_failure,Integer a nibh.,2019HV68060,Machine Learning,169.24.92.92,2020-12-07
1117,2020-12-02 03:59:41,2020-12-02 04:03:41,connectivity,Aliquam erat volutpat.,2011NW82430,Data Mining,227.104.3.98,2020-12-02
1118,2020-12-05 07:32:27,2020-12-05 07:35:27,question_clarification,Integer ac leo.,2011NN60740,Data Mining,48.195.185.91,2020-12-05
1119,2020-12-01 00:17:06,2020-12-01 00:23:06,software_failure,Curabitur in libero ut massa volutpat convallis.,2013DE56354,Data Visualization,86.44.116.207,2020-12-01
1120,2020-12-13 07:48:50,2020-12-13 07:56:50,face_not_detected,Duis consequat dui nec nisi volutpat eleifend.,2018SB99529,Big Data Systems,121.70.9.18,2020-12-13
1121,2020-12-05 14:19:58,2020-12-05 14:29:58,power_failure,Morbi a ipsum.,2012YV12678,Machine Learning,171.85.35.102,2020-12-05
1122,2020-12-11 03:00:15,2020-12-11 03:09:15,connectivity,Mauris lacinia sapien quis libero.,2015HC00301,Data Visualization,246.185.251.234,2020-12-11
1123,2020-12-05 16:04:55,2020-12-05 16:08:55,face_not_detected,Etiam justo.,2014HU09030,Deep Learning,255.37.69.143,2020-12-05
1124,2020-12-08 09:43:19,2020-12-08 09:44:19,image_view,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.,2015JG53924,Data Visualization,251.158.177.32,2020-12-08
1125,2020-12-06 03:04:31,2020-12-06 03:08:31,audio_detected,Vestibulum quam sapien varius ut blandit non interdum in ante.,2015BT11871,Data Visualization,132.235.234.13,2020-12-06
1126,2020-12-11 02:11:37,2020-12-11 02:16:37,audio_detected,Maecenas leo odio condimentum id luctus nec molestie sed justo.,2019GP30537,Data Visualization,141.237.118.52,2020-12-11
1127,2020-12-09 07:11:54,2020-12-09 07:12:54,audio_detected,Nam dui.,2011UC89358,Big Data Systems,71.121.192.80,2020-12-09
1128,2020-12-04 20:15:41,2020-12-04 20:20:41,power_failure,Sed accumsan felis.,2014PU96114,Data Visualization,25.130.67.118,2020-12-04
1129,2020-12-05 08:10:20,2020-12-05 08:11:20,image_upload,In est risus auctor sed tristique in tempus sit amet sem.,2011GL00276,Data Visualization,242.59.244.172,2020-12-05
1130,2020-12-08 00:46:25,2020-12-08 00:52:25,power_failure,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.,2012ST05239,Data Visualization,83.220.25.168,2020-12-08
1131,2020-12-14 12:08:03,2020-12-14 12:14:03,image_upload,Sed vel enim sit amet nunc viverra dapibus.,2011OE18960,Data Visualization,166.38.134.146,2020-12-14
1132,2020-12-14 04:21:47,2020-12-14 04:23:47,face_not_detected,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.,2013XD22513,Data Visualization,117.7.120.216,2020-12-14
1133,2020-12-05 04:06:54,2020-12-05 04:07:54,audio_detected,Suspendisse accumsan tortor quis turpis.,2012MU29919,Machine Learning,186.198.47.132,2020-12-05
1134,2020-12-11 09:36:42,2020-12-11 09:40:42,connectivity,Maecenas tincidunt lacus at velit.,2010TZ75968,Big Data Systems,16.47.118.94,2020-12-11
1135,2020-12-04 11:00:31,2020-12-04 11:08:31,software_failure,Mauris ullamcorper purus sit amet nulla.,2010LA82338,Big Data Systems,211.52.128.220,2020-12-04
1136,2020-12-14 12:19:46,2020-12-14 12:27:46,software_failure,Phasellus in felis.,2011CE93634,Deep Learning,85.83.240.85,2020-12-14
1137,2020-12-09 12:04:10,2020-12-09 12:08:10,connectivity,Vestibulum sed magna at nunc commodo placerat.,2016YK41005,Data Visualization,204.238.201.229,2020-12-09
1138,2020-12-13 22:13:51,2020-12-13 22:23:51,image_upload,Nulla ut erat id mauris vulputate elementum.,2019GD84816,Big Data Systems,10.131.211.166,2020-12-13
1139,2020-12-13 15:56:53,2020-12-13 16:06:53,image_upload,Nulla ut erat id mauris vulputate elementum.,2013JV41521,Data Mining,26.59.64.129,2020-12-13
1140,2020-12-01 23:23:10,2020-12-01 23:26:10,switch_application,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.,2017VL36189,Data Mining,4.228.148.73,2020-12-01
1141,2020-12-13 06:22:06,2020-12-13 06:31:06,image_view,In hac habitasse platea dictumst.,2018YW38404,Data Visualization,63.113.185.184,2020-12-13
1142,2020-12-09 14:38:00,2020-12-09 14:43:00,image_view,Duis bibendum.,2015AG85099,Deep Learning,249.142.52.96,2020-12-09
1143,2020-12-04 00:24:51,2020-12-04 00:30:51,audio_detected,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.,2013PU40055,Machine Learning,35.219.74.39,2020-12-04
1144,2020-12-02 21:23:36,2020-12-02 21:29:36,connectivity,In eleifend quam a odio.,2014ZF21873,Machine Learning,194.211.230.237,2020-12-02
1145,2020-12-01 07:44:30,2020-12-01 07:48:30,question_clarification,Pellentesque ultrices mattis odio.,2016CN46087,Machine Learning,148.149.177.21,2020-12-01
1146,2020-12-04 06:59:18,2020-12-04 07:01:18,question_not_loaded,In hac habitasse platea dictumst.,2016HN95379,Deep Learning,226.73.4.180,2020-12-04
1147,2020-12-12 05:20:34,2020-12-12 05:24:34,switch_application,In est risus auctor sed tristique in tempus sit amet sem.,2018PW24981,Deep Learning,167.220.94.149,2020-12-12
1148,2020-12-02 09:02:30,2020-12-02 09:11:30,image_view,Integer pede justo lacinia eget tincidunt eget tempus vel pede.,2012SS00061,Deep Learning,120.160.143.8,2020-12-02
1149,2020-12-04 03:14:57,2020-12-04 03:16:57,image_upload,Mauris lacinia sapien quis libero.,2015PA98113,Machine Learning,7.28.216.91,2020-12-04
1150,2020-12-12 17:55:52,2020-12-12 18:00:52,connectivity,In hac habitasse platea dictumst.,2011FP89802,Deep Learning,1.0.168.122,2020-12-12
1151,2020-12-05 12:03:01,2020-12-05 12:04:01,power_failure,Curabitur in libero ut massa volutpat convallis.,2015EB13421,Deep Learning,164.118.27.86,2020-12-05
1152,2020-12-03 10:22:10,2020-12-03 10:29:10,question_not_loaded,Nulla ut erat id mauris vulputate elementum.,2019PF14943,Big Data Systems,222.201.189.20,2020-12-03
1153,2020-12-11 12:43:46,2020-12-11 12:51:46,image_view,Sed ante.,2015XI22314,Big Data Systems,181.95.144.65,2020-12-11
1154,2020-12-03 09:51:02,2020-12-03 09:56:02,image_upload,Sed accumsan felis.,2019QB95403,Machine Learning,142.122.157.106,2020-12-03
1155,2020-12-11 05:01:03,2020-12-11 05:03:03,face_not_detected,Integer non velit.,2018MI80359,Data Mining,214.90.118.42,2020-12-11
1156,2020-12-04 16:57:06,2020-12-04 17:05:06,question_clarification,Curabitur gravida nisi at nibh.,2011XW83455,Deep Learning,119.237.60.195,2020-12-04
1157,2020-12-04 02:41:40,2020-12-04 02:42:40,audio_detected,Nulla suscipit ligula in lacus.,2016NA67380,Deep Learning,83.226.125.114,2020-12-04
1158,2020-12-15 06:51:12,2020-12-15 06:55:12,software_failure,Etiam pretium iaculis justo.,2017QW86220,Big Data Systems,37.35.198.239,2020-12-15
1159,2020-12-14 02:54:40,2020-12-14 03:03:40,question_clarification,Sed accumsan felis.,2019NB83760,Data Visualization,19.167.147.36,2020-12-14
1160,2020-12-12 07:42:06,2020-12-12 07:47:06,power_failure,Proin interdum mauris non ligula pellentesque ultrices.,2014KD63544,Machine Learning,51.254.46.44,2020-12-12
1161,2020-12-04 00:02:17,2020-12-04 00:08:17,image_view,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.,2013VK37282,Data Visualization,164.225.102.221,2020-12-04
1162,2020-12-03 08:16:44,2020-12-03 08:21:44,audio_detected,Nullam porttitor lacus at turpis.,2019IB12478,Machine Learning,83.96.70.44,2020-12-03
1163,2020-12-11 13:18:27,2020-12-11 13:28:27,question_clarification,Aliquam erat volutpat.,2013LN78408,Big Data Systems,101.213.17.251,2020-12-11
1164,2020-12-04 22:10:02,2020-12-04 22:11:02,audio_detected,Suspendisse potenti.,2018YF70223,Deep Learning,72.92.0.149,2020-12-04
1165,2020-12-02 05:55:17,2020-12-02 05:57:17,software_failure,Cras in purus eu magna vulputate luctus.,2010IA40879,Deep Learning,157.196.82.139,2020-12-02
1166,2020-12-03 08:02:24,2020-12-03 08:11:24,question_not_loaded,Nunc rhoncus dui vel sem.,2014EE27065,Big Data Systems,200.71.55.72,2020-12-03
