issue_id,issue_start_time,issue_end_time,issue_type,issue_description,student_id,subject_name,ip_address,exam_date
47,2020-12-12 00:43:26,2020-12-12 00:46:26,audio_detected,Nulla nisl.,2018KR38532,Big Data Systems,142.28.243.223,2020-12-12
48,2020-12-02 08:03:41,2020-12-02 08:04:41,image_upload,Suspendisse accumsan tortor quis turpis.,2012SE29528,Data Mining,87.57.47.92,2020-12-02
49,2020-12-08 06:02:40,2020-12-08 06:07:40,face_not_detected,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.,2018CI78796,Machine Learning,177.86.212.39,2020-12-08
50,2020-12-04 10:13:01,2020-12-04 10:21:01,switch_application,Vivamus vel nulla eget eros elementum pellentesque.,2013EH46709,Deep Learning,57.24.109.175,2020-12-04
51,2020-12-03 01:15:52,2020-12-03 01:21:52,image_upload,Sed sagittis.,2017TS96548,Big Data Systems,168.169.190.253,2020-12-03
52,2020-12-13 16:31:30,2020-12-13 16:41:30,image_upload,Aliquam erat volutpat.,2019WB07344,Deep Learning,120.2.226.132,2020-12-13
53,2020-12-06 16:14:31,2020-12-06 16:16:31,face_not_detected,Proin interdum mauris non ligula pellentesque ultrices.,2018NT96406,Data Mining,183.6.174.46,2020-12-06
54,2020-12-06 10:22:55,2020-12-06 10:30:55,connectivity,Suspendisse potenti.,2018XP88655,Big Data Systems,62.142.124.185,2020-12-06
55,2020-12-11 12:16:22,2020-12-11 12:18:22,switch_application,Morbi ut odio.,2014SY81035,Data Visualization,93.17.142.42,2020-12-11
56,2020-12-02 16:33:30,2020-12-02 16:41:30,question_not_loaded,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.,2014PG60236,Deep Learning,165.160.219.73,2020-12-02
57,2020-12-01 03:13:14,2020-12-01 03:20:14,audio_detected,Cras non velit nec nisi vulputate nonummy.,2011PK16872,Machine Learning,224.27.192.25,2020-12-01
58,2020-12-09 12:00:02,2020-12-09 12:01:02,connectivity,In est risus auctor sed tristique in tempus sit amet sem.,2015TJ56444,Machine Learning,172.157.6.47,2020-12-09
59,2020-12-06 13:50:00,2020-12-06 13:58:00,power_failure,In eleifend quam a odio.,2018JW34664,Data Mining,183.99.99.70,2020-12-06
60,2020-12-12 23:21:43,2020-12-12 23:25:43,software_failure,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.,2016FG53182,Deep Learning,133.94.183.28,2020-12-12
61,2020-12-12 14:48:53,2020-12-12 14:50:53,connectivity,Nunc purus.,2011RO38648,Data Mining,255.207.104.213,2020-12-12
62,2020-12-02 04:57:49,2020-12-02 05:06:49,power_failure,Ut tellus.,2015QL48668,Deep Learning,28.69.24.177,2020-12-02
63,2020-12-01 23:22:43,2020-12-01 23:23:43,image_upload,Morbi ut odio.,2012KC28291,Deep Learning,78.182.66.1,2020-12-01
64,2020-12-08 13:10:50,2020-12-08 13:12:50,image_view,Proin leo odio porttitor id consequat in consequat ut nulla.,2017DN14911,Data Mining,142.183.124.28,2020-12-08
65,2020-12-10 23:37:16,2020-12-10 23:47:16,power_failure,Vivamus vel nulla eget eros elementum pellentesque.,2010AZ52354,Data Mining,144.95.67.173,2020-12-10
66,2020-12-01 20:53:05,2020-12-01 21:00:05,face_not_detected,Fusce consequat.,2019XY91437,Deep Learning,201.76.89.162,2020-12-01
67,2020-12-15 23:21:22,2020-12-15 23:24:22,image_upload,In blandit ultrices enim.,2014AF14447,Machine Learning,244.44.186.226,2020-12-15
68,2020-12-03 22:25:15,2020-12-03 22:29:15,face_not_detected,Aliquam quis turpis eget elit sodales scelerisque.,2016WN98513,Deep Learning,17.82.38.161,2020-12-03
69,2020-12-09 09:46:39,2020-12-09 09:48:39,question_not_loaded,Nullam orci pede venenatis non sodales sed tincidunt eu felis.,2018RH88291,Big Data Systems,66.149.0.43,2020-12-09
70,2020-12-12 14:43:45,2020-12-12 14:52:45,question_clarification,Nullam varius.,2018GV27921,Data Visualization,189.1.160.157,2020-12-12
71,2020-12-04 06:10:56,2020-12-04 06:14:56,audio_detected,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.,2015BW09096,Data Visualization,133.48.217.218,2020-12-04
72,2020-12-12 18:36:58,2020-12-12 18:42:58,face_not_detected,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.,2019CK07876,Data Mining,117.140.231.155,2020-12-12
73,2020-12-06 18:47:17,2020-12-06 18:49:17,image_view,In sagittis dui vel nisl.,2019TO26683,Data Mining,238.32.160.113,2020-12-06
74,2020-12-03 05:10:03,2020-12-03 05:17:03,power_failure,Suspendisse potenti.,2010XZ69754,Big Data Systems,190.202.230.96,2020-12-03
75,2020-12-02 22:13:13,2020-12-02 22:15:13,connectivity,Proin at turpis a pede posuere nonummy.,2013UH67498,Deep Learning,29.140.36.51,2020-12-02
76,2020-12-05 00:58:51,2020-12-05 00:59:51,face_not_detected,Duis aliquam convallis nunc.,2017UZ93464,Big Data Systems,97.159.37.39,2020-12-05
77,2020-12-13 11:09:23,2020-12-13 11:17:23,power_failure,Nullam varius.,2011GC20156,Big Data Systems,97.5.178.89,2020-12-13
78,2020-12-03 05:49:16,2020-12-03 05:59:16,connectivity,Vestibulum ac est lacinia nisi venenatis tristique.,2018IV46395,Big Data Systems,83.252.74.94,2020-12-03
79,2020-12-13 23:54:40,2020-12-13 23:59:40,image_upload,Cras pellentesque volutpat dui.,2016TH74797,Data Visualization,100.40.99.237,2020-12-13
80,2020-12-11 07:38:55,2020-12-11 07:41:55,switch_application,Etiam justo.,2014HF41662,Deep Learning,154.39.116.117,2020-12-11
81,2020-12-04 02:31:31,2020-12-04 02:38:31,software_failure,Duis aliquam convallis nunc.,2017GZ05001,Big Data Systems,49.80.123.49,2020-12-04
82,2020-12-08 13:07:45,2020-12-08 13:15:45,audio_detected,Duis aliquam convallis nunc.,2014AA95502,Data Visualization,101.155.228.248,2020-12-08
83,2020-12-01 01:30:14,2020-12-01 01:35:14,switch_application,Sed ante.,2019QE71305,Deep Learning,189.108.3.22,2020-12-01
84,2020-12-05 05:21:12,2020-12-05 05:28:12,question_not_loaded,Etiam faucibus cursus urna.,2015OM46027,Machine Learning,194.209.249.2,2020-12-05
85,2020-12-05 00:35:36,2020-12-05 00:37:36,switch_application,Etiam vel augue.,2015ZG12970,Data Visualization,236.142.82.226,2020-12-05
86,2020-12-08 05:37:27,2020-12-08 05:45:27,audio_detected,Morbi a ipsum.,2013MQ75961,Machine Learning,42.54.244.187,2020-12-08
87,2020-12-15 12:21:06,2020-12-15 12:24:06,question_not_loaded,Donec semper sapien a libero.,2012GB18433,Deep Learning,153.223.23.107,2020-12-15
88,2020-12-10 04:29:27,2020-12-10 04:30:27,audio_detected,Ut tellus.,2012PP32985,Machine Learning,126.229.94.63,2020-12-10
89,2020-12-01 13:34:19,2020-12-01 13:39:19,image_view,In blandit ultrices enim.,2016CA29020,Big Data Systems,53.64.251.80,2020-12-01
90,2020-12-09 15:02:14,2020-12-09 15:09:14,question_not_loaded,Nulla mollis molestie lorem.,2015HF65694,Big Data Systems,106.13.234.197,2020-12-09
91,2020-12-11 23:35:32,2020-12-11 23:39:32,image_upload,Nulla nisl.,2018OQ76886,Big Data Systems,224.153.125.204,2020-12-11
92,2020-12-15 03:48:26,2020-12-15 03:54:26,question_not_loaded,Fusce lacus purus aliquet at feugiat non pretium quis lectus.,2016JT55108,Data Mining,119.149.116.145,2020-12-15
93,2020-12-04 12:14:16,2020-12-04 12:15:16,audio_detected,Integer ac neque.,2011OA15960,Data Mining,199.97.200.157,2020-12-04
94,2020-12-08 22:00:35,2020-12-08 22:10:35,switch_application,Morbi ut odio.,2011QY56829,Deep Learning,149.6.91.199,2020-12-08
95,2020-12-04 18:40:16,2020-12-04 18:47:16,image_upload,Suspendisse ornare consequat lectus.,2012PQ33525,Data Mining,244.232.103.250,2020-12-04
96,2020-12-07 01:32:59,2020-12-07 01:33:59,audio_detected,Suspendisse potenti.,2017MP97146,Data Mining,181.104.220.182,2020-12-07
97,2020-12-15 00:33:11,2020-12-15 00:34:11,question_not_loaded,Fusce lacus purus aliquet at feugiat non pretium quis lectus.,2012TG27046,Deep Learning,45.63.88.56,2020-12-15
98,2020-12-11 07:30:42,2020-12-11 07:40:42,software_failure,In hac habitasse platea dictumst.,2012HW16958,Data Mining,133.189.43.254,2020-12-11
99,2020-12-14 19:13:14,2020-12-14 19:15:14,power_failure,Integer pede justo lacinia eget tincidunt eget tempus vel pede.,2012VP57384,Data Visualization,117.123.90.108,2020-12-14
100,2020-12-14 02:10:42,2020-12-14 02:20:42,image_upload,Fusce posuere felis sed lacus.,2012UZ36350,Data Visualization,147.135.12.56,2020-12-14
101,2020-12-07 14:14:54,2020-12-07 14:20:54,switch_application,In hac habitasse platea dictumst.,2010RR51098,Data Mining,12.253.75.0,2020-12-07
102,2020-12-03 10:21:55,2020-12-03 10:31:55,switch_application,Quisque arcu libero rutrum ac lobortis vel dapibus at diam.,2012QD86254,Data Mining,46.109.219.37,2020-12-03
103,2020-12-13 02:43:02,2020-12-13 02:46:02,audio_detected,Pellentesque viverra pede ac diam.,2016WB92321,Data Mining,162.208.76.242,2020-12-13
104,2020-12-09 01:28:33,2020-12-09 01:31:33,software_failure,Suspendisse ornare consequat lectus.,2019FQ29238,Data Mining,254.232.141.218,2020-12-09
105,2020-12-09 10:56:30,2020-12-09 10:57:30,face_not_detected,Cras in purus eu magna vulputate luctus.,2016NR34071,Deep Learning,11.42.238.62,2020-12-09
106,2020-12-15 15:20:41,2020-12-15 15:26:41,connectivity,Nulla mollis molestie lorem.,2016WU56566,Deep Learning,18.127.208.47,2020-12-15
107,2020-12-12 09:23:03,2020-12-12 09:30:03,face_not_detected,Suspendisse potenti.,2017BJ49973,Data Mining,64.144.127.233,2020-12-12
108,2020-12-09 01:28:25,2020-12-09 01:36:25,image_upload,In sagittis dui vel nisl.,2017WZ12389,Deep Learning,196.214.168.40,2020-12-09
109,2020-12-02 11:13:40,2020-12-02 11:22:40,question_not_loaded,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.,2010DD72480,Machine Learning,125.141.13.241,2020-12-02
110,2020-12-05 10:05:55,2020-12-05 10:13:55,switch_application,Nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla.,2014YS03593,Data Mining,241.236.13.165,2020-12-05
111,2020-12-12 20:35:10,2020-12-12 20:44:10,audio_detected,In quis justo.,2013PS13591,Machine Learning,37.49.208.89,2020-12-12
112,2020-12-03 07:14:46,2020-12-03 07:19:46,question_not_loaded,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.,2013WF41596,Data Visualization,182.60.49.82,2020-12-03
113,2020-12-02 04:15:01,2020-12-02 04:19:01,switch_application,Vestibulum ac est lacinia nisi venenatis tristique.,2018ZH97329,Data Visualization,116.166.200.173,2020-12-02
114,2020-12-11 14:04:39,2020-12-11 14:08:39,question_clarification,Nunc rhoncus dui vel sem.,2013FG72177,Big Data Systems,97.84.178.180,2020-12-11
115,2020-12-07 14:50:40,2020-12-07 14:57:40,image_view,Aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem.,2015VV61218,Data Visualization,182.13.87.193,2020-12-07
116,2020-12-11 17:31:13,2020-12-11 17:36:13,power_failure,Duis bibendum.,2014AX87133,Big Data Systems,216.167.227.251,2020-12-11
117,2020-12-02 02:10:53,2020-12-02 02:15:53,connectivity,Nam nulla.,2010VU66425,Big Data Systems,160.33.105.65,2020-12-02
118,2020-12-03 16:22:57,2020-12-03 16:29:57,face_not_detected,Aenean sit amet justo.,2016SW35962,Big Data Systems,25.28.131.66,2020-12-03
119,2020-12-14 01:24:51,2020-12-14 01:25:51,image_view,Proin interdum mauris non ligula pellentesque ultrices.,2014IT28927,Machine Learning,28.111.98.97,2020-12-14
120,2020-12-05 10:04:05,2020-12-05 10:06:05,image_upload,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.,2011SR76062,Machine Learning,16.35.179.112,2020-12-05
121,2020-12-10 17:46:17,2020-12-10 17:52:17,software_failure,Phasellus id sapien in sapien iaculis congue.,2010KZ36718,Machine Learning,170.45.129.35,2020-12-10
122,2020-12-15 14:43:55,2020-12-15 14:50:55,power_failure,Vestibulum ac est lacinia nisi venenatis tristique.,2011AJ92243,Data Visualization,242.109.215.182,2020-12-15
123,2020-12-08 21:51:42,2020-12-08 22:01:42,question_not_loaded,Integer pede justo lacinia eget tincidunt eget tempus vel pede.,2017SO82773,Data Mining,135.162.41.145,2020-12-08
124,2020-12-03 04:05:59,2020-12-03 04:10:59,connectivity,Aenean sit amet justo.,2014WA76146,Machine Learning,149.195.152.48,2020-12-03
125,2020-12-05 15:33:10,2020-12-05 15:34:10,face_not_detected,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2011OS96697,Deep Learning,159.141.145.111,2020-12-05
126,2020-12-04 18:40:26,2020-12-04 18:47:26,image_upload,Curabitur gravida nisi at nibh.,2012XZ39852,Data Visualization,181.98.134.103,2020-12-04
127,2020-12-15 01:07:31,2020-12-15 01:16:31,image_upload,Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.,2019LN99473,Machine Learning,245.15.49.77,2020-12-15
128,2020-12-15 08:30:01,2020-12-15 08:39:01,audio_detected,Praesent blandit lacinia erat.,2015YR48656,Deep Learning,50.173.230.4,2020-12-15
129,2020-12-01 02:47:34,2020-12-01 02:48:34,question_not_loaded,Nunc nisl.,2015QK75425,Data Mining,9.148.153.252,2020-12-01
130,2020-12-09 07:32:01,2020-12-09 07:42:01,connectivity,Cras non velit nec nisi vulputate nonummy.,2017IR32866,Machine Learning,165.234.118.8,2020-12-09
131,2020-12-11 22:59:47,2020-12-11 23:04:47,image_upload,Duis ac nibh.,2012ML21042,Machine Learning,105.126.187.238,2020-12-11
132,2020-12-14 21:38:43,2020-12-14 21:45:43,face_not_detected,Fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue.,2012IQ89537,Data Visualization,115.205.121.77,2020-12-14
133,2020-12-04 00:43:42,2020-12-04 00:52:42,software_failure,Vivamus tortor.,2014VB11993,Data Visualization,227.188.23.222,2020-12-04
134,2020-12-06 20:56:43,2020-12-06 21:06:43,switch_application,Etiam justo.,2011FN43971,Data Visualization,89.199.151.194,2020-12-06
135,2020-12-02 19:43:28,2020-12-02 19:48:28,switch_application,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.,2018JQ25939,Deep Learning,254.247.206.87,2020-12-02
136,2020-12-10 04:07:50,2020-12-10 04:10:50,face_not_detected,Sed ante.,2019AJ32490,Data Visualization,170.125.200.162,2020-12-10
137,2020-12-04 22:15:30,2020-12-04 22:17:30,software_failure,Proin interdum mauris non ligula pellentesque ultrices.,2016UB67805,Data Visualization,48.58.39.21,2020-12-04
138,2020-12-07 13:13:41,2020-12-07 13:20:41,power_failure,Nulla tempus.,2014CY26552,Data Visualization,104.30.177.26,2020-12-07
139,2020-12-10 05:08:21,2020-12-10 05:18:21,switch_application,Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.,2014RR13619,Data Mining,26.140.198.133,2020-12-10
140,2020-12-05 16:07:59,2020-12-05 16:09:59,image_upload,Praesent blandit.,2017DH16001,Data Visualization,55.134.43.244,2020-12-05
141,2020-12-13 14:21:43,2020-12-13 14:26:43,software_failure,Pellentesque eget nunc.,2019HD50386,Data Visualization,18.141.190.212,2020-12-13
142,2020-12-05 03:21:00,2020-12-05 03:22:00,switch_application,Nulla ac enim.,2017MN74046,Big Data Systems,62.226.68.142,2020-12-05
143,2020-12-01 16:14:06,2020-12-01 16:22:06,switch_application,Nulla mollis molestie lorem.,2015YG52382,Data Mining,0.67.227.123,2020-12-01
144,2020-12-02 12:44:39,2020-12-02 12:45:39,connectivity,Etiam justo.,2015HN61110,Data Visualization,182.219.121.1,2020-12-02
145,2020-12-15 13:38:10,2020-12-15 13:43:10,audio_detected,Aenean fermentum.,2012WT69999,Big Data Systems,116.111.64.95,2020-12-15
146,2020-12-08 17:54:24,2020-12-08 17:55:24,image_view,Vestibulum ac est lacinia nisi venenatis tristique.,2017JO37459,Machine Learning,144.99.2.51,2020-12-08
147,2020-12-07 03:55:14,2020-12-07 04:03:14,power_failure,Morbi non quam nec dui luctus rutrum.,2015QE10827,Big Data Systems,242.189.194.149,2020-12-07
148,2020-12-13 15:18:22,2020-12-13 15:26:22,audio_detected,Duis aliquam convallis nunc.,2018ME15300,Data Visualization,251.28.187.47,2020-12-13
149,2020-12-11 09:49:05,2020-12-11 09:57:05,switch_application,Aenean auctor gravida sem.,2018HB28064,Big Data Systems,166.145.228.204,2020-12-11
150,2020-12-13 16:51:52,2020-12-13 17:01:52,image_upload,Nullam molestie nibh in lectus.,2015ML63546,Machine Learning,173.23.149.37,2020-12-13
151,2020-12-05 11:46:36,2020-12-05 11:49:36,audio_detected,Quisque ut erat.,2010DI05793,Deep Learning,96.24.164.214,2020-12-05
152,2020-12-02 13:42:47,2020-12-02 13:43:47,switch_application,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.,2019YQ87958,Machine Learning,83.158.131.147,2020-12-02
153,2020-12-09 19:28:22,2020-12-09 19:33:22,audio_detected,Pellentesque at nulla.,2015TE37048,Data Visualization,132.90.112.124,2020-12-09
154,2020-12-07 07:24:35,2020-12-07 07:27:35,switch_application,Nulla ut erat id mauris vulputate elementum.,2016WY78686,Data Visualization,236.150.229.187,2020-12-07
155,2020-12-03 23:32:46,2020-12-03 23:36:46,face_not_detected,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.,2017VF70430,Data Mining,34.209.152.149,2020-12-03
156,2020-12-15 10:23:49,2020-12-15 10:26:49,power_failure,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.,2015MP38843,Data Mining,49.121.38.69,2020-12-15
157,2020-12-02 13:34:56,2020-12-02 13:36:56,face_not_detected,Aliquam sit amet diam in magna bibendum imperdiet.,2017BC56759,Data Mining,126.124.248.235,2020-12-02
158,2020-12-10 14:07:31,2020-12-10 14:17:31,question_clarification,Nunc rhoncus dui vel sem.,2018BB78289,Deep Learning,175.46.106.60,2020-12-10
159,2020-12-12 00:46:04,2020-12-12 00:52:04,connectivity,Suspendisse ornare consequat lectus.,2016VI77026,Big Data Systems,20.183.92.74,2020-12-12
160,2020-12-15 14:21:53,2020-12-15 14:23:53,power_failure,Morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante.,2018NV10928,Data Mining,142.117.89.106,2020-12-15
161,2020-12-15 01:40:43,2020-12-15 01:50:43,power_failure,Suspendisse accumsan tortor quis turpis.,2016FB41892,Big Data Systems,70.36.59.208,2020-12-15
162,2020-12-03 22:38:43,2020-12-03 22:41:43,audio_detected,Vivamus vel nulla eget eros elementum pellentesque.,2011GK01905,Data Mining,148.101.139.46,2020-12-03
163,2020-12-12 21:19:44,2020-12-12 21:27:44,image_upload,Proin at turpis a pede posuere nonummy.,2010DI75313,Data Mining,195.230.122.124,2020-12-12
164,2020-12-15 08:41:20,2020-12-15 08:45:20,connectivity,Etiam vel augue.,2010FK68932,Deep Learning,181.89.207.201,2020-12-15
165,2020-12-10 15:03:17,2020-12-10 15:10:17,switch_application,Duis aliquam convallis nunc.,2016CG08697,Deep Learning,233.84.13.163,2020-12-10
166,2020-12-02 03:29:47,2020-12-02 03:31:47,software_failure,In hac habitasse platea dictumst.,2015DZ46003,Data Mining,41.46.230.75,2020-12-02
167,2020-12-08 20:57:31,2020-12-08 21:01:31,face_not_detected,Nunc nisl.,2017QD44566,Data Mining,45.177.86.143,2020-12-08
168,2020-12-08 04:22:44,2020-12-08 04:30:44,image_upload,Etiam vel augue.,2016PS44608,Data Visualization,193.169.62.229,2020-12-08
